"time","receiver_tp_difference"
1,0.13913316582914573
2,0.16655901824640723
3,0.17067325328311853
4,0.1367152961980548
5,0.16687096510582658
6,0.19636916642904667
7,0.1953059513830679
8,0.1772431114859542
9,0.14316040505505823
10,0.18802823529411763
11,0.21544060880114702
12,0.20707582785028583
13,0.21893575486389857
14,0.17593567531348714
15,0.22462653288740245
16,0.24397543125980137
17,0.24210526315789474
18,0.24354660604092238
19,0.17529491692915816
20,0.2489889705882353
21,0.12304698359744232
22,0.15412597310686482
23,0.12019745532920809
24,0.11756820910944175
25,0.13045439170143194
26,0.013489290596992254
27,0.04100464434123686
28,0.017850089630237292
29,0.005673136563743362
30,0.027340944171901027
31,0.006181732895530389
32,0.03601831439715109
33,0.030870083432657926
34,0.0038529133432472626
35,0.01711641201891993
36,0.014070958371842994
37,0.02897919781946206
38,0.021535439020704247
39,-0.004985044865403789
40,0.02057939792505244
41,0.012725080051565684
42,0.03463769644552262
43,0.017494736842105264
44,0.0008806693086746
45,0.01971635384226917
46,0.023700430282590997
47,0.040988618192079766
48,0.026481212178073837
49,-0.0038169715589070428
50,0.02277053061603454
51,0.018932537547086736
52,0.038792679326970385
53,0.02550483416962428
54,0.001808008991179848
55,0.00562693199381762
56,0.02155116789263131
57,0.026091462624692318
58,0.018135514739929002
59,-0.0023519073710327717
60,0.0110233798195242
61,0.01672964240731614
62,0.019537942850826287
63,0.014998486391281613
64,-0.016596708273500498
65,-0.004193044479158102
66,0.0014048232264106766
67,0.005606312292358804
68,-0.003068299159168019
69,-0.027299278774512725
70,-0.021671102272394934
71,0.00825175702811245
72,0.011373075202862437
73,0.003923553980508796
74,0.0011113933697446971
75,-0.026482225753185654
76,-0.0008434164855484
77,-0.0016943629846855653
78,-0.00882543802725503
79,-0.014132443032640758
80,-0.03248796147672552
81,-0.02997716970519141
82,-0.006403306681122103
83,-0.0271740944750459
84,-0.0338240743860122
85,-0.04881837712774748
86,-0.044062810030447125
87,-0.033574398211228734
88,-0.04195755618075093
89,-0.04379587803500847
90,-0.05608996539792387
91,-0.0504930966469428
92,-0.04970568999345978
93,-0.04458621683967705
94,-0.044534412955465584
95,-0.02860682919718669
96,-0.04246691488185203
97,-0.03475846751804553
98,-0.033780519528782194
99,-0.029709348592216453
100,0.011489426673791893
101,-0.024378166304803262
102,-0.01070541005543873
103,-0.03260169073884529
104,-0.012173709469741308
105,0.012933568489124045
106,-0.009221834163952438
107,0.0041775045321983135
108,-0.011174279553028818
109,0.006310035770266468
110,0.023075064432989692
111,0.0007710413115819
112,0.02711864406779661
113,0.011918367346938775
114,0.010069745367504436
115,0.03957496653279786
116,0.01728395061728395
117,-0.0016414970453053185
118,-0.0177339501663826
119,-0.008048871094233707
120,0.009410784926087861
121,0.008815701929474385
122,0.0035513709943838785
123,-0.030448003243462397
124,-0.03053560435050277
125,-0.01308139534883721
126,0.002039117769454848
127,0.0014831294030404152
128,-0.03358481382331468
129,-0.031117688165412917
130,-0.011600447445830053
131,-0.0012477125270337714
132,0.007093953641837829
133,-0.023176000323010457
134,-0.019823428431292405
135,0.004595131644311972
136,0.011278977816622966
137,0.020704446094201107
138,-0.008835211153440868
139,0.008337440446853951
140,0.014607576132706116
141,0.03329027957168451
142,0.03659693856500392
143,0.020850367947669663
144,0.037633961950652155
145,0.055382543556939653
146,0.06225467437639809
147,0.07134453781512605
148,0.06137693488816035
149,0.0653393512464673
150,0.0756238652197779
151,0.08299741163491323
152,0.08898836917412768
153,0.07542923820636772
154,0.0854930999663413
155,0.09356873703374402
156,0.08111940609751012
157,0.08462710538236626
158,0.0737226876950879
159,0.09384468517826755
160,0.09546878262685321
161,0.07605529802682857
162,0.08222843936260796
163,0.05708228329133165
164,0.0972972972972973
165,0.06839284983842599
166,0.06475921821478944
167,0.07852083083203265
168,0.04931582693980859
169,0.07496475327291037
170,0.05908760009706382
171,0.040619648759507784
172,0.06440503523078141
173,0.03418105459636024
174,0.0537928302634185
175,0.051049599097465655
176,0.035852943506853654
177,0.06742063492063492
178,0.03942933291526221
179,0.04030206677265501
180,0.03278622898318655
181,0.031636754347566555
182,0.06113398796325625
183,0.03741991273927912
184,0.03845392261692606
185,0.037830006439150035
186,0.019077963968216507
187,0.06352491641458366
188,0.061714515157598876
189,0.07581519540415892
190,0.05795574288724974
191,0.06002728512960437
192,0.08815917178906503
193,0.0869793136820033
194,0.10345817779054026
195,0.094392254994462
196,0.0689544836413087
197,0.10552399371449293
198,0.09764962442452145
199,0.13159195781147
200,0.09712738879237202
201,0.08168574401664933
202,0.1171546425105144
203,0.10442961652865985
204,0.13166144200626959
205,0.10664214183527489
206,0.09256430868167202
207,0.11212925006028454
208,0.10623332524860539
209,0.13261899855759324
210,0.11763736716368729
211,0.11175734076497436
212,0.1249398170438132
213,0.12292856853450022
214,0.15041472372384765
215,0.13780160857908846
216,0.12335936870923585
217,0.14223529885937689
218,0.10783683956961619
219,0.14228341939185313
220,0.12158425504229017
221,0.11818510049344085
222,0.141366949937573
223,0.12800097001050845
224,0.13699528591924576
225,0.10493852375311466
226,0.09094538486106675
227,0.1279182096280792
228,0.10748041037240488
229,0.12132021320213202
230,0.08301394438555003
231,0.08150583329992382
232,0.11067481682386755
233,0.09131269498440125
234,0.10134753489873316
235,0.0721595275654249
236,0.05905248673088264
237,0.09306569343065693
238,0.061543865126443956
239,0.08462089837527875
240,0.052516671959352175
241,0.04235130756769266
242,0.06850011736170879
243,0.0596828859714052
244,0.08121019108280254
245,0.04899352840751181
246,0.024823651852137377
247,0.057056003741377294
248,0.06915391820168591
249,0.08449578320476438
250,0.05355942922645164
251,0.026903395875329507
252,0.0446212653093065
253,0.05743096860597944
254,0.07170962820203967
255,0.029381686595342984
256,0.0056131929389904
257,0.030846624809889638
258,0.03469981902588717
259,0.04875904240438032
260,0.028053002268115076
261,-0.007866082845739529
262,0.023960480765490684
263,0.033815851922164214
264,0.04377778667841551
265,0.029604474630443467
266,-0.005120446875363668
267,0.024006235385814496
268,0.03628046375897153
269,0.04345906902086678
270,0.02427068388330942
271,-0.010420686993438826
272,0.025420094350656945
273,0.049827702301263516
274,0.04422259642370299
275,0.018988097607579316
276,-0.013896373854800215
277,0.008722500964878425
278,0.017227999379171195
279,0.03817821782178218
280,-0.0004703668861712
281,-0.017672710580674777
282,0.015769799859824
283,0.02189268292682927
284,0.03387090414415835
285,-0.011251372118551043
286,-0.024360442917143947
287,0.008353960396039604
288,0.01935911947230787
289,0.028561312404107163
290,-0.012935949357134432
291,-0.023296177729779766
292,0.005693481544598939
293,0.028410655963483255
294,0.04331480222373315
295,-0.006219351752182753
296,-0.01330264492470937
297,0.017779347698104322
298,0.043143972591825355
299,0.0669038563775406
300,0.012731858119101856
301,0.004096404708876869
302,0.031628720149402
303,0.058567712567062266
304,0.09866255572684471
305,0.040026300649297276
306,0.025711513583441137
307,0.0443347761012904
308,0.07523109937273027
309,0.10863145460681742
310,0.055864520175622
311,0.04838311528017773
312,0.06081775220875282
313,0.08968666219839141
314,0.10473228545011347
315,0.0537300922045264
316,0.04520817935452082
317,0.05406952965235174
318,0.08581188036324253
319,0.1046123981938642
320,0.06142766363058674
321,0.05924506291142405
322,0.059424787916408026
323,0.09710047201618341
324,0.12232508073196986
325,0.06731469190253929
326,0.07443516595311772
327,0.08034050482805354
328,0.12679508126236133
329,0.15456848357791755
330,0.0938899760817569
331,0.10879092549626192
332,0.1324120060462103
333,0.1498321635642356
334,0.19451482419878205
335,0.10807137533429786
336,0.09579358196010408
337,0.12804931748128578
338,0.17334291359798815
339,0.17897803675481846
340,0.11137767115376072
341,0.0963044921442797
342,0.13640449438202248
343,0.1620655322230268
344,0.18865586710109677
345,0.10892512240039527
346,0.09412079578909804
347,0.11451344170756969
348,0.13797153828777953
349,0.17057608446178563
350,0.10920107719928186
351,0.09296213808463252
352,0.10316997713312111
353,0.13596174666185493
354,0.17753922378199835
355,0.10263181451973862
356,0.09402433046655675
357,0.1076111937271867
358,0.13548154165538406
359,0.17313726408467195
360,0.09642392426077982
361,0.07328067121881555
362,0.09183167200396915
363,0.14594669371945035
364,0.16773766773766774
365,0.10413041487315688
366,0.07586866432897672
367,0.09507804226713937
368,0.142214516658076
369,0.17823359073359074
370,0.09798913295871453
371,0.09760417637736553
372,0.12191793713532843
373,0.15509622238061296
374,0.19132265804808776
375,0.12174119885823026
376,0.1241392411074702
377,0.12611071513423616
378,0.17301770592763666
379,0.22397476340694006
380,0.1536217792902285
381,0.13859573032624933
382,0.15611834777976855
383,0.19757569809098494
384,0.24241961741961743
385,0.15914872798434443
386,0.13914299470389985
387,0.14778851289022674
388,0.18088971815771385
389,0.2256771837273004
390,0.143338542684118
391,0.12215702439260948
392,0.14895290531904434
393,0.17616606102842353
394,0.21411824668705404
395,0.14037563254184507
396,0.12359495888277942
397,0.13925422392985567
398,0.14908802537668517
399,0.1889405631931313
400,0.12478108581436077
401,0.10586747105186338
